BLOCK.POS,Sample.ID,Family.Unique,Family.NonUnique,Replicate,HabitatType,Region,Population,Collector,Collection.Date,Block.ID,Position,Letter.Pos,No.Position,Bench,Planting.Date,Survival.Y.N,Germination.Y.N,Germination.Date,No.Days.to.Germ,True.Leaf,No.Days.to.TrueLeaf,Germ.to.TrueLeaf,Flower.Y.N.2016,Fruit.Y.N.2016,DTFF.2016,no.Planting.to.DTFF,No.Days.Germ.to.Flr,No.Days.TL.to.Flr,No.Flowers.2016,No.Fruit.2016,Seedmass.2016,sm,Flower.Y.N.2017,Fruit.Y.N.2017,Flowering.4.2.17.Y.N,DTFF.2017,DTFF.Ordinal.Day.2017,norm.flower.date.2017,Date.to.Bolt.2017,DtB.O.Day.2017,norm.bolt.date.2017,Date.to.Fruit.2017,Fruit.O.Day.2017,norm.fruit.date.2017,Seedmass.2017,sm2017,sm.2,Survival.Y.N.2017,No.Fruit.2017,Total.N.R.2017,Total.Flowers.2017,Flowering.Y.N.2018,Fruit.Y.N.2018,DTFF.2018,DTFF.18.Oday,DtB.2018,DtB.Oday.2018,Date.to.Fruit.2018,Date.to.Fruit.Oday.2018,Non.reproductive.flowers,seedmass.2018.g.,No.Fruit.2018,Total.Flowers.2018,Survival.Y.N.2018,Latitude,Longitude,Elevation.m,n.fruit.envelopes,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,Eref,CMD,MAR,RH
1-C7,WNY-CB.16.1,WNY-CB_16,16,1,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,1,C7,C,7,1,11/7/2015,1,1,11/17/2015,10,11/27/2015,20,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/30/2017,120,30,5/20/2017,140,50,0.341,341,341,1,3,5,8,1,1,4/23/2018,113,5/3/2018,123,5/17/2018,137,4,0.5916,5,9,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
1-C8,CAR-PSR.25.1,CAR-PSR_25,25,1,Alvar,GL_alvar,CAR-PSR,Jill_Hamilton,7/7/2015,1,C8,C,8,1,11/7/2015,1,1,11/16/2015,9,11/22/2015,15,6,1,1,6/20/2016,226,217,211,13,3,0.037,37,1,0,1,4/2/2017,91,1,4/12/2017,102,12,NA,NA,NA,0,0,37,1,NA,8,8,1,1,4/23/2018,113,5/7/2018,127,5/18/2018,138,6,0.4238,7,13,1,44.64526,-79.09458,250,40,5.8,19.3,-8.8,28.1,899,393,17.6,49,875,1913,4558,156,169,138,273,135,249,-35.2,35.6,692,183,13.5,63
1-D10,MAN-MIS.20.1,MAN-MIS_20,20,1,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,1,D10,D,10,1,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,1,0,7/16/2016,252,244,236,7,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,0.557,557,557,1,7,17,24,1,1,4/16/2018,106,5/10/2018,130,5/23/2018,143,3,1.0071,12,15,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
1-D11,AB-HSC.11.1,AB-HSC_11,11,1,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,1,D11,D,11,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
1-D12,MB-MR.21.1,MB-MR_21,21,1,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,1,D12,D,12,1,11/7/2015,1,1,12/9/2015,32,12/15/2015,38,6,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
1-D13,MB-MR.25.1,MB-MR_25,25,1,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,1,D13,D,13,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
1-D14,NAP-SCH.7.1,NAP-SCH_7,7,1,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,1,D14,D,14,1,11/7/2015,1,1,11/16/2015,9,11/22/2015,15,6,1,0,6/27/2016,233,224,218,23,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/26/2017,146,56,1.053,1053,1053,1,19,8,27,1,1,4/23/2018,113,5/7/2018,127,5/19/2018,139,7,1.2515,13,20,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
1-D15,SD-MUD.18.1,SD-MUD_18,18,1,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,1,D15,D,15,1,11/7/2015,1,1,11/19/2015,12,11/26/2015,19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,5/7/2017,127,37,5/18/2017,138,48,0.282,282,282,1,2,6,8,1,1,4/30/2018,120,5/7/2018,127,5/18/2018,138,0,0.8718,6,6,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
1-D16,WNY-CB.2.1,WNY-CB_2,2,1,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,1,D16,D,16,1,11/7/2015,1,1,11/15/2015,8,11/20/2015,13,5,1,0,7/21/2016,257,249,244,1,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/15/2017,135,45,1.809,1809,1809,1,18,8,26,1,1,4/12/2018,102,4/30/2018,120,5/17/2018,137,3,2.8411,21,24,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
1-D2,SD-MUD.10.1,SD-MUD_10,10,1,Prairie,Prairie,SD-MUD,Tyler_Stadel,6/26/2015,1,D2,D,2,1,11/7/2015,1,1,11/21/2015,14,11/26/2015,19,5,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/5/2017,95,5,4/12/2017,102,12,6/1/2017,152,62,0.168,168,168,1,3,2,5,1,1,4/30/2018,120,5/7/2018,127,5/20/2018,140,1,0.8762,5,6,1,44.76309,-96.58792,531,33,6.1,22,-11.7,33.7,625,396,25.8,55.6,1082,2253,4609,321,167,132,272,140,87,-38.7,40.1,753,249,13.5,58
1-D3,MAN-LCI.8.1,MAN-LCI_8,8,1,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,1,D3,D,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
1-D4,MAN-KIP.4.1,MAN-KIP_4,4,1,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,1,D4,D,4,1,11/7/2015,1,1,11/22/2015,15,12/2/2015,25,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/17/2017,137,47,2.213,2213,2213,1,23,11,34,1,1,4/23/2018,113,5/7/2018,127,5/20/2018,140,5,2.1207,15,20,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
1-D5,CAR-NBA.10.1,CAR-NBA_10,10,1,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,1,D5,D,5,1,11/7/2015,1,1,11/18/2015,11,11/24/2015,17,6,1,1,8/1/2016,268,257,251,1,1,0.004,4,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/28/2017,148,58,0.666,666,670,1,9,3,12,1,1,4/23/2018,113,5/7/2018,127,5/20/2018,140,1,1.3344,10,11,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
1-D6,WA-BLK.13,WA-BLK_NA,NA,13,Prairie,Prairie,WA-BLK,USDA,NA,1,D6,D,6,1,11/7/2015,1,1,11/17/2015,10,11/23/2015,16,6,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,46.685513,-116.971868,786,NA,7.9,18.6,-2.8,21.3,696,203,25.8,91.3,326,1863,3781,126,219,132,276,144,115,-28.5,38.5,815,430,13.9,61
1-D7,NAP-SCH.29.1,NAP-SCH_29,29,1,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,1,D7,D,7,1,11/7/2015,1,1,11/18/2015,11,11/24/2015,17,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/23/2017,113,23,5/24/2017,144,54,0.196,196,196,1,3,5,8,1,1,4/19/2018,109,5/7/2018,127,5/20/2018,140,0,0.1832,3,3,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
1-D8,MB-CRN.27.1,MB-CRN_27,27,1,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,1,D8,D,8,1,11/7/2015,1,1,11/16/2015,9,11/26/2015,19,10,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
1-E10,MAN-FOX.29.1,MAN-FOX_29,29,1,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,1,E10,E,10,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
1-E11,NAP-CE.24.1,NAP-CE_24,24,1,Alvar,GL_alvar,NAP-CE,Jill_Hamilton,7/6/2015,1,E11,E,11,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.33003,-76.78968,166,40,6.7,20.5,-8.2,28.6,870,366,19.2,55.9,773,2090,4307,223,180,133,278,145,211,-34,36.5,681,197,12.6,66
1-E12,MAN-MIS.30.1,MAN-MIS_30,30,1,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,1,E12,E,12,1,11/7/2015,0,1,11/21/2015,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
1-E13,AB-HSC.17.1,AB-HSC_17,17,1,Prairie,Prairie,AB-HSC,Chad_Stratilo,6/21/2015,1,E13,E,13,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53
1-E14,MI-DRI.13.1,MI-DRI_13,13,1,Alvar,GL_alvar,MI-DRI,Jill_Hamilton,7/10/2015,1,E14,E,14,1,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,1,0,7/5/2016,241,231,224,8,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/20/2017,140,50,3.381,3381,3381,1,24,4,28,1,1,4/12/2018,102,5/7/2018,127,5/20/2018,140,6,0.5774,6,12,1,46.08578,-83.69201,188,40,4.9,18.9,-9.6,28.5,781,384,19.1,49.2,979,1737,4846,122,168,142,274,132,203,-35.4,34.9,621,161,NA,65
1-E15,MAN-MIS.7.1,MAN-MIS_7,7,1,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,1,E15,E,15,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,1,7/5/2016,241,232,225,19,2,0.097,97,1,1,0,4/5/2017,95,5,5/7/2017,127,37,6/2/2017,153,63,0.607,607,704,1,6,3,9,1,1,4/19/2018,109,4/30/2018,120,5/20/2018,140,2,1.4795,7,9,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
1-E16,CAR-NBA.8.1,CAR-NBA_8,8,1,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,1,E16,E,16,1,11/7/2015,1,1,11/16/2015,9,11/25/2015,18,9,1,1,6/26/2016,232,223,214,18,2,0.022,22,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/29/2017,149,59,2.11,2110,2132,1,16,9,25,1,1,4/23/2018,113,5/10/2018,130,5/20/2018,140,0,3.208,19,19,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
1-E2,SD-PMG.13,SD-PMG_NA,NA,13,Prairie,Prairie,SD-PMG,Prairie_Moon_Nursery,NA,1,E2,E,2,1,11/7/2015,1,1,11/22/2015,15,11/27/2015,20,5,1,0,8/20/2016,287,272,267,1,0,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/16/2017,136,46,0.68,680,680,1,13,7,20,1,1,4/23/2018,113,5/7/2018,127,5/19/2018,139,4,0.5127,6,10,1,45.2186,-96.6336,351,NA,6.4,22.6,-11.8,34.4,546,350,29.9,64.5,1090,2334,4570,360,168,131,272,141,66,-38.8,41,791,319,13.3,57
1-E3,MAN-MIS.8.1,MAN-MIS_8,8,1,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,1,E3,E,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
1-E4,MAN-FOX.18.1,MAN-FOX_18,18,1,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,1,E4,E,4,1,11/7/2015,1,1,11/17/2015,10,11/25/2015,18,8,1,0,7/19/2016,255,245,237,3,0,0,0,1,0,1,4/2/2017,91,1,4/23/2017,113,23,NA,NA,NA,1.626,1626,1626,1,11,4,15,1,1,4/12/2018,102,4/30/2018,120,5/18/2018,138,1,1.2414,9,10,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
1-E5,MAN-KIP.37.1,MAN-KIP_37,37,1,Alvar,GL_alvar,MAN-KIP,Jill_Hamilton,7/8/2015,1,E5,E,5,1,11/7/2015,1,1,11/20/2015,13,11/26/2015,19,6,1,0,7/5/2016,241,228,222,2,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/19/2017,139,49,1.415,1415,1415,1,16,3,19,1,1,4/12/2018,102,5/10/2018,130,5/23/2018,143,4,0.5222,5,9,1,45.87036,-82.53938,183,40,5.1,18.8,-9.7,28.4,827,360,18.2,52.2,961,1763,4790,124,174,140,276,136,239,-35.2,34.8,615,177,12.9,66
1-E6,MAN-FOX.6.1,MAN-FOX_6,6,1,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,1,E6,E,6,1,11/7/2015,1,1,11/15/2015,8,11/21/2015,14,6,1,1,6/27/2016,233,225,219,5,1,0,0,1,0,1,4/2/2017,91,1,4/9/2017,99,9,NA,NA,NA,1.146,1146,1146,1,8,2,10,1,1,4/16/2018,106,5/3/2018,123,5/19/2018,139,1,0.073,1,2,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
1-E7,CAR-NBA.13.1,CAR-NBA_13,13,1,Alvar,GL_alvar,CAR-NBA,Jill_Hamilton,7/7/2015,1,E7,E,7,1,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,1,1,6/19/2016,225,217,209,10,4,0.096,96,1,1,0,4/5/2017,95,5,4/12/2017,102,12,5/15/2017,135,45,0.586,586,682,1,7,9,16,1,1,4/23/2018,113,5/7/2018,127,5/20/2018,140,0,1.095,9,9,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63
1-E8,MAN-LCI.12.1,MAN-LCI_12,12,1,Alvar,GL_alvar,MAN-LCI,Jill_Hamilton,7/9/2015,1,E8,E,8,1,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,1,0,7/12/2016,248,239,231,4,0,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/15/2017,135,45,0.317,317,317,1,4,3,7,1,1,4/12/2018,102,5/7/2018,127,5/19/2018,139,3,0.3609,6,9,1,45.99426,-81.89436,182,24,4.6,18.2,-10.3,28.4,835,369,17.5,49.1,1026,1674,4941,98,166,143,273,130,254,-36.4,34.5,618,168,12.8,64
1-F10,MAN-MIS.36.1,MAN-MIS_36,36,1,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,1,F10,F,10,1,11/7/2015,1,1,11/18/2015,11,11/25/2015,18,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/9/2017,99,9,4/23/2017,113,23,5/19/2017,139,49,0.106,106,106,1,3,9,12,1,1,4/19/2018,109,5/7/2018,127,5/20/2018,140,6,0.2461,4,10,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
1-F11,MAN-FOX.3.1,MAN-FOX_3,3,1,Alvar,GL_alvar,MAN-FOX,Jill_Hamilton,7/8/2015,1,F11,F,11,1,11/7/2015,1,1,11/15/2015,8,11/23/2015,16,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/20/2017,140,50,1.199,1199,1199,1,10,3,13,1,1,4/16/2018,106,4/30/2018,120,5/18/2018,138,9,0.5376,4,13,1,45.89713,-82.57893,186,40,5,18.7,-9.7,28.4,831,364,18.1,51.4,969,1751,4811,120,173,140,276,136,241,-35.3,34.8,614,171,12.9,66
1-F12,MB-MR.32.1,MB-MR_32,32,1,Prairie,MB_alvar,MB-MR,Rebekah_Neufeld,7/2/2015,1,F12,F,12,1,11/7/2015,1,1,11/26/2015,19,12/3/2015,26,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/19/2017,109,19,5/3/2017,123,33,6/6/2017,157,67,0,0,0,1,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,51.184289,-97.626839,231,40,0.2,17.6,-20.9,38.4,521,321,19.6,54.7,2183,1388,6506,65,129,155,251,97,156,-46.5,37.4,609,228,12.5,53
1-F13,NAP-SCH.5.1,NAP-SCH_5,5,1,Alvar,GL_alvar,NAP-SCH,Jill_Hamilton,7/6/2015,1,F13,F,13,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,1,1,8/8/2016,275,266,259,1,1,0.019,19,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/25/2017,145,55,1.019,1019,1038,1,18,6,24,1,1,4/16/2018,106,5/7/2018,127,5/19/2018,139,4,0.7993,12,16,1,44.34399,-76.89338,154,29,6.7,20.5,-8.2,28.7,869,366,19.2,56,780,2088,4319,223,179,133,278,145,213,-34,36.5,680,196,12.5,66
1-F14,MB-CRN.9.1,MB-CRN_9,9,1,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,1,F14,F,14,1,11/7/2015,1,1,11/16/2015,9,11/22/2015,15,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/19/2017,109,19,5/28/2017,148,58,0.265,265,265,1,8,11,19,1,1,4/23/2018,113,4/30/2018,120,5/23/2018,143,2,0.3471,6,8,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
1-F15,MAN-MIS.11.1,MAN-MIS_11,11,1,Alvar,GL_alvar,MAN-MIS,Jill_Hamilton,7/8/2015,1,F15,F,15,1,11/7/2015,1,1,11/15/2015,8,11/22/2015,15,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/17/2017,137,47,0.704,704,704,1,16,5,21,1,1,4/16/2018,106,5/3/2018,123,5/25/2018,145,6,0.1256,3,9,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66
1-F16,ND-BSP.22.1,ND-BSP_22,22,1,Prairie,Prairie,ND-BSP,Tyler_Steve,6/12/2015,1,F16,F,16,1,11/7/2015,1,1,11/23/2015,16,11/30/2015,23,7,1,0,6/27/2016,233,217,210,3,0,0,0,1,1,1,4/2/2017,91,1,4/16/2017,106,16,5/15/2017,135,45,1.587,1587,1587,1,17,18,35,1,1,4/12/2018,102,5/10/2018,130,5/26/2018,146,6,1.3016,13,19,1,46.85845,-96.47169,274,37,4.9,21.7,-14.4,36.1,546,369,27.3,58.8,1379,2123,5032,289,161,135,268,133,76,-40.9,40.8,725,266,12.6,57
1-F2,NAP-ASS.38.1,NAP-ASS_38,38,1,Alvar,GL_alvar,NAP-ASS,Jill_Hamilton,7/6/2015,1,F2,F,2,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26533,-76.71188,126,40,6.9,20.7,-7.8,28.5,872,366,19.4,56.5,743,2132,4236,237,182,132,279,147,202,-33.6,36.6,685,199,12.6,66
1-F3,AB-RL.6.1,AB-RL_6,6,1,Prairie,Prairie,AB-RL,Chad_Stratilo,6/21/2015,1,F3,F,3,1,11/7/2015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.665278,-110.1075,721,20,4.6,18.7,-10.1,28.8,348,216,41.8,86.2,1060,1689,4987,118,159,144,250,105,83,-42.2,38.5,707,445,12.8,51
1-F4,AB-LL.10.1,AB-LL_10,10,1,Prairie,Prairie,AB-LL,Mary_Vetter,7/1/2015,1,F4,F,4,1,11/7/2015,1,1,11/16/2015,9,11/23/2015,16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,4/16/2017,106,16,5/3/2017,123,33,6/4/2017,155,65,0.76,760,760,1,9,6,15,1,1,5/3/2018,123,5/10/2018,130,5/24/2018,144,1,0.985,4,5,1,49.543611,-114.247222,929,40,4.2,15.6,-8.3,23.9,498,271,28.5,57.7,855,1334,5043,36,159,149,251,102,141,-40,34.9,626,283,13.4,55
1-F5,MB-CRN.17.1,MB-CRN_17,17,1,Prairie,MB_alvar,MB-CRN,Rebekah_Neufeld,7/2/2015,1,F5,F,5,1,11/7/2015,1,1,11/17/2015,10,11/24/2015,17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,1,4/2/2017,91,1,4/12/2017,102,12,5/18/2017,138,48,0.27,270,270,1,4,3,7,1,1,4/19/2018,109,5/10/2018,130,5/18/2018,138,3,0.2686,6,9,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
1-F6,WNY-CB.18.1,WNY-CB_18,18,1,Alvar,GL_alvar,WNY-CB,Jill_Hamilton,7/5/2015,1,F6,F,6,1,11/7/2015,1,1,11/16/2015,9,11/24/2015,17,8,1,1,7/19/2016,255,246,238,8,1,0.021,21,1,0,1,4/2/2017,91,1,4/12/2017,102,12,NA,NA,NA,1.665,1665,1686,1,24,8,32,1,1,4/12/2018,102,5/10/2018,130,5/19/2018,139,7,0.4406,5,12,1,44.097639,-76.082861,93,40,7.1,20.5,-7.7,28.2,892,385,19.1,53.3,717,2144,4180,231,177,135,277,142,187,-34.1,37,721,208,12.2,62
